gene_id,SAMN31934616,SAMN31934617,SAMN31934618,SAMN31934759,SAMN31934760,SAMN31934761
gene-LOC119867504|LOC119867504,15,0,12,0,19,18
gene-LOC100687261|LOC100687261,0,0,0,0,0,0
gene-LOC119867506|LOC119867506,28,17,20,19,32,33
gene-LOC119867505|LOC119867505,14,12,8,22,9,32
gene-LOC119867508|LOC119867508,0,0,0,0,3,0
gene-LOC119867507|LOC119867507,3,4,6,10,0,9
gene-LOC119867507-2|LOC119867507,0,0,0,0,0,0
gene-LOC102156428|LOC102156428,7,9,4,0,3,20
gene-LOC119867509|LOC119867509,6,5,0,18,4,11
gene-LOC478670|LOC478670,2100,1867,1859,1489,1759,1635
gene-LOC119867443|LOC119867443,51,57,41,34,31,43
gene-LOC102156936|LOC102156936,43,41,25,13,28,20
gene-LOC111093965|LOC111093965,18,17,20,3,14,12
gene-LOC102156479|LOC102156479,16,11,20,4,20,18
gene-MIR28|MIR28,1,0,0,1,0,0
rna-NR_049309.1|MIR28,1,0,0,1,0,0
gene-TP63|TP63,0,0,3,0,0,10
gene-P3H2|P3H2,246,153,255,185,166,133
gene-CLDN1|CLDN1,18,13,18,25,50,117
gene-CLDN16|CLDN16,0,0,0,0,0,0
gene-TMEM207|TMEM207,5,3,5,6,5,0
gene-IL1RAP|IL1RAP,496,296,467,319,403,358
gene-LOC102151704|LOC102151704,12,5,7,5,7,5
gene-OSTN|OSTN,47,71,77,42,49,56
gene-UTS2B|UTS2B,19,38,19,22,10,26
gene-CCDC50|CCDC50,3312,3052,2877,1858,2364,2162
gene-FGF12|FGF12,7682,6937,7999,6363,6851,6230
gene-LOC111093834|LOC111093834,27,27,32,13,23,15
gene-LOC106558216|LOC106558216,88,64,87,67,66,71
gene-LOC119867449|LOC119867449,0,0,0,0,0,0
gene-MB21D2|MB21D2,941,852,923,637,683,575
gene-LOC111093846|LOC111093846,14,11,9,0,4,0
gene-LOC119867450|LOC119867450,19,19,21,11,4,8
gene-PLAAT1|PLAAT1,151,185,83,166,247,211
gene-ATP13A5|ATP13A5,7,16,0,11,9,0
gene-LOC119867511|LOC119867511,20,39,12,20,45,27
gene-ATP13A4|ATP13A4,1161,1208,900,1023,1071,753
gene-LOC102151378|LOC102151378,0,0,0,0,0,0
gene-LOC111093960|LOC111093960,0,4,3,7,6,10
gene-LOC102153203|LOC102153203,150,154,175,120,140,77
gene-MFSD1|MFSD1,1267,949,1273,1245,1326,1458
gene-LOC488130|LOC488130,34,16,21,56,59,46
gene-LOC119867543|LOC119867543,24,27,33,25,33,31
gene-LOC478678|LOC478678,831,648,853,671,830,611
gene-LOC102153481|LOC102153481,19,23,7,2,6,4
gene-LOC102153616|LOC102153616,582,622,428,294,420,409
gene-LOC102153795|LOC102153795,6,8,8,11,12,4
gene-LOC608511|LOC608511,61,51,67,45,52,47
gene-LOC119867545|LOC119867545,1,2,2,2,5,3
gene-LOC111093917|LOC111093917,109,106,62,35,59,50
gene-LOC119870395|LOC119870395,28,0,27,17,19,18
gene-IL12A|IL12A,44,48,51,20,31,46
gene-LOC102153750|LOC102153750,9,9,10,0,10,4
gene-LOC119867512|LOC119867512,12,8,11,6,0,6
gene-C34H3orf80|C34H3orf80,37,42,49,31,37,29
gene-LOC106558222|LOC106558222,6,11,0,6,17,11
gene-IFT80|IFT80,1453,1297,1372,1159,1460,1226
gene-SMC4|SMC4,552,623,537,469,539,485
gene-MIR15B|MIR15B,0,0,0,0,0,0
rna-NR_049310.1|MIR15B,0,0,0,0,0,0
gene-MIR16-2|MIR16-2,0,0,0,0,0,0
rna-NR_049311.1|MIR16-2,0,0,0,0,0,0
gene-LOC100682894|LOC100682894,5,9,3,7,14,11
gene-TRIM59|TRIM59,545,552,480,563,678,620
gene-LOC106558221|LOC106558221,9,0,15,9,16,16
gene-LOC488134|LOC488134,4,3,12,6,24,11
gene-LOC100685074|LOC100685074,10,14,18,19,32,16
gene-KPNA4|KPNA4,4205,3206,3929,3422,4141,3636
gene-LOC119867581|LOC119867581,5086,4306,5006,4796,5610,5395
gene-LOC608695|LOC608695,4,4,7,7,8,4
gene-LOC119870396|LOC119870396,5,13,8,9,9,9
gene-PPM1L|PPM1L,2608,2473,2469,1818,2023,1690
gene-B3GALNT1|B3GALNT1,3888,2488,3760,4339,4385,3962
gene-LOC119867547|LOC119867547,0,0,2,1,1,1
gene-NMD3|NMD3,1458,1138,1560,1477,1614,1370
gene-LOC111093890|LOC111093890,7,0,0,5,11,12
gene-LOC111093948|LOC111093948,0,0,0,0,0,0
gene-SPTSSB|SPTSSB,286,227,268,143,235,215
gene-OTOL1|OTOL1,0,0,0,0,0,3
gene-LOC102151680|LOC102151680,0,0,0,0,0,0
gene-LOC119870400|LOC119870400,0,0,0,0,0,0
gene-LOC102157346|LOC102157346,16,23,21,7,8,12
gene-LOC119870397|LOC119870397,16,22,20,7,9,12
gene-LOC100856397|LOC100856397,21,16,16,11,14,13
gene-LOC102157108|LOC102157108,1,0,0,0,5,0
gene-LOC102153922|LOC102153922,1,0,0,0,0,0
gene-LOC111090186|LOC111090186,0,0,0,0,0,0
gene-LOC111090184|LOC111090184,0,0,0,0,4,0
gene-LOC111090351|LOC111090351,6,0,0,0,0,0
gene-LOC119870413|LOC119870413,0,3,5,3,0,0
gene-LOC111090350|LOC111090350,0,0,0,0,0,7
gene-TENM3|TENM3,2260,1901,2304,2007,1966,1742
gene-LOC119870399|LOC119870399,26,16,21,13,13,11
gene-LOC102155193|LOC102155193,32,25,31,18,20,17
gene-LOC111090349|LOC111090349,3,0,9,7,5,6
gene-LOC119870410|LOC119870410,11,6,4,5,2,6
gene-LOC119870409|LOC119870409,20,6,11,5,11,0
gene-LOC100685251|LOC100685251,1,0,2,0,2,2
gene-DCTD|DCTD,304,251,312,210,341,269
gene-LOC102156805|LOC102156805,0,0,0,0,0,0
gene-LOC102153163|LOC102153163,4,0,0,0,4,3
gene-SI|SI,0,15,25,70,51,82
gene-SLITRK3|SLITRK3,960,915,979,580,689,544
gene-LOC100685639|LOC100685639,1,3,4,6,5,2
gene-LOC111093826|LOC111093826,83,67,85,56,81,53
gene-LOC111093825|LOC111093825,87,31,110,51,102,63
gene-LOC111093824|LOC111093824,67,104,53,73,79,51
gene-LOC119867517|LOC119867517,132,87,121,84,145,75
gene-LOC119867519|LOC119867519,29,0,32,13,38,16
gene-BCHE|BCHE,341,171,227,183,267,223
gene-LOC102156697|LOC102156697,0,0,0,0,0,0
gene-LOC100684440|LOC100684440,0,0,0,0,0,0
gene-LOC111093895|LOC111093895,1,0,2,2,0,0
gene-LOC111093908|LOC111093908,0,0,0,0,0,0
gene-LOC111093853|LOC111093853,2,0,2,0,2,0
gene-ZBBX|ZBBX,157,88,165,119,88,71
gene-SERPINI2|SERPINI2,85,52,77,72,62,35
gene-WDR49|WDR49,231,206,234,175,218,144
gene-PDCD10|PDCD10,931,696,948,795,939,888
gene-SERPINI1|SERPINI1,13965,11361,14066,12341,14750,12608
gene-LOC111093940|LOC111093940,33,28,34,23,14,25
gene-LOC102151221|LOC102151221,36,20,33,25,25,19
gene-GOLIM4|GOLIM4,1007,1068,948,487,727,706
gene-LOC111093926|LOC111093926,24,40,34,9,13,37
gene-LOC102151672|LOC102151672,9,21,11,0,10,9
gene-MIR551B|MIR551B,0,0,0,1,0,0
rna-NR_049502.1|MIR551B,0,0,0,1,0,0
gene-LOC102151967|LOC102151967,29,17,44,47,42,25
gene-LOC488146|LOC488146,81,52,90,39,37,23
gene-LOC119867454|LOC119867454,118,64,137,78,62,80
gene-LOC119867522|LOC119867522,569,333,708,448,549,440
gene-LOC102151755|LOC102151755,1019,617,1282,682,873,615
gene-LOC119867455|LOC119867455,360,165,398,167,266,165
gene-MECOM|MECOM,400,274,319,231,235,219
gene-LOC106558208|LOC106558208,48,91,44,42,43,26
gene-LOC102152454|LOC102152454,0,0,0,0,0,0
gene-LOC106558209|LOC106558209,8,10,7,6,14,7
gene-LOC111093889|LOC111093889,5,4,10,5,9,4
gene-MYNN|MYNN,1411,1255,1580,1243,1429,1341
gene-LOC100685638|LOC100685638,4,7,0,2,4,2
gene-SAMD7|SAMD7,0,0,5,3,0,4
gene-LRRC31|LRRC31,15,14,17,14,13,18
gene-LOC119867527|LOC119867527,4,3,8,5,8,9
gene-SEC62|SEC62,7624,5313,7515,5468,6278,5793
gene-LOC111093892|LOC111093892,8,2,8,8,16,9
gene-GPR160|GPR160,103,146,120,90,115,132
gene-PHC3|PHC3,5476,5088,5286,5124,5750,4800
gene-PRKCI|PRKCI,3193,2593,3006,2346,3108,2642
gene-LOC102153364|LOC102153364,0,0,0,0,0,0
gene-SKIL|SKIL,3633,2804,4117,3327,3210,2923
gene-LOC119870411|LOC119870411,5,4,2,0,0,0
gene-CLDN11|CLDN11,1793,2167,1273,1008,1451,1350
gene-SLC7A14|SLC7A14,5997,4130,5851,5950,5740,4733
gene-LOC111093838|LOC111093838,23,13,20,13,17,0
gene-LOC111093839|LOC111093839,34,19,21,24,23,27
gene-LOC100686524|LOC100686524,67,50,72,81,90,52
gene-LOC111093888|LOC111093888,0,4,0,0,0,3
gene-LOC488162|LOC488162,0,0,0,0,6,0
gene-RPL22L1|RPL22L1,397,333,390,438,505,425
gene-EIF5A2|EIF5A2,2099,2288,2128,1790,2007,1595
gene-LOC119867569|LOC119867569,7,3,4,5,9,2
gene-LOC119867530|LOC119867530,63,55,52,32,30,44
gene-SLC2A2|SLC2A2,20,38,14,28,41,32
gene-LOC102154560|LOC102154560,20,20,10,16,18,16
gene-TNIK|TNIK,8579,7831,8017,5847,6760,6338
gene-LOC111093943|LOC111093943,50,46,42,22,19,18
gene-PLD1|PLD1,1662,1902,1149,938,1430,1277
gene-FNDC3B|FNDC3B,519,518,447,334,396,361
gene-GHSR|GHSR,0,0,4,4,5,5
gene-TNFSF10|TNFSF10,156,137,131,88,134,115
gene-NCEH1|NCEH1,4899,3959,4833,3925,4705,3852
gene-LOC119867533|LOC119867533,18,13,15,6,6,10
gene-ECT2|ECT2,230,173,203,130,220,191
gene-LOC102151451|LOC102151451,4,0,1,0,0,0
gene-SPATA16|SPATA16,7,2,2,1,7,12
gene-LOC100856782|LOC100856782,310,280,324,283,334,302
gene-LOC111093953|LOC111093953,0,0,0,0,0,0
gene-LOC111093902|LOC111093902,2,1,1,1,6,0
gene-LOC102155924|LOC102155924,0,0,0,0,4,0
gene-NLGN1|NLGN1,4425,3440,4884,3789,4274,3439
gene-LOC119867457|LOC119867457,14,17,18,12,24,12
gene-NAALADL2|NAALADL2,135,122,174,140,130,122
gene-LOC102155987|LOC102155987,0,0,0,0,0,4
gene-LOC111093881|LOC111093881,11,10,15,6,11,8
gene-LOC100683913|LOC100683913,0,0,0,0,0,0
gene-LOC100684065|LOC100684065,8,14,9,8,11,9
gene-LOC119867458|LOC119867458,0,0,0,4,4,4
gene-LOC102156429|LOC102156429,0,0,0,0,0,0
gene-LOC119867557|LOC119867557,0,2,0,0,0,0
gene-LOC119867542|LOC119867542,0,1,0,0,0,0
gene-LOC111093930|LOC111093930,8,0,3,3,6,0
gene-TBL1XR1|TBL1XR1,7707,6133,7724,6424,7036,6043
gene-LOC111093849|LOC111093849,84,93,105,76,87,61
gene-LOC106558199|LOC106558199,14,12,18,8,14,0
gene-LOC111093850|LOC111093850,10,0,9,0,0,0
gene-LOC111093852|LOC111093852,0,0,0,0,0,0
gene-LOC111093878|LOC111093878,5,0,0,0,0,0
gene-LOC111093857|LOC111093857,6,0,0,5,19,6
gene-LOC119867537|LOC119867537,0,0,0,0,0,0
gene-LOC119867536|LOC119867536,0,0,0,0,0,0
gene-LOC111093843|LOC111093843,0,0,0,0,0,0
gene-LOC111093844|LOC111093844,18,0,13,0,0,3
gene-LOC111093844-2|LOC111093844,0,0,0,0,0,0
gene-LOC102157203|LOC102157203,13,9,8,4,5,5
gene-LOC119867459|LOC119867459,0,0,0,0,4,0
gene-LOC119867460|LOC119867460,0,0,0,0,0,0
gene-KCNMB2|KCNMB2,387,364,431,243,310,217
gene-LOC111093925|LOC111093925,17,13,7,3,0,0
gene-LOC102157308|LOC102157308,131,156,121,70,113,81
gene-CEBPD|CEBPD,34,34,24,112,125,174
gene-SPIDR|SPIDR,554,532,535,453,586,482
gene-LOC119867633|LOC119867633,6,10,5,21,19,11
gene-LOC119867758|LOC119867758,1,2,1,1,0,0
gene-LOC119867632|LOC119867632,45,34,60,49,46,26
gene-LOC111094030|LOC111094030,5,7,5,4,6,5
gene-LOC102156609|LOC102156609,18,15,14,15,15,16
gene-LOC111094066|LOC111094066,4,0,0,0,0,0
gene-DUSP22|DUSP22,160,138,152,133,135,126
gene-IRF4|IRF4,8,9,9,0,7,0
gene-LOC119870428|LOC119870428,0,0,0,0,0,0
gene-LOC111094051|LOC111094051,9,8,8,0,10,0
gene-LOC119867634|LOC119867634,21,39,21,19,19,28
gene-EXOC2|EXOC2,3241,2311,3070,2547,3030,2521
gene-LOC111094071|LOC111094071,2,0,7,4,9,8
gene-LOC119867596|LOC119867596,0,0,0,0,0,0
gene-LOC119867597|LOC119867597,7,2,3,5,7,0
gene-FOXQ1|FOXQ1,74,60,102,62,122,89
gene-LOC111094018|LOC111094018,102,37,75,38,57,51
gene-FOXF2|FOXF2,101,56,80,50,83,77
gene-LOC100684996|LOC100684996,50,37,46,36,36,36
gene-LOC100685076|LOC100685076,0,0,0,0,0,0
gene-LOC606843|LOC606843,4,4,6,8,6,4
gene-FOXC1|FOXC1,148,126,110,80,135,125
gene-GMDS|GMDS,537,443,454,431,549,452
gene-LOC102157368|LOC102157368,97,86,57,45,60,46
gene-LOC111094015|LOC111094015,19,12,11,16,13,8
gene-LOC102157309|LOC102157309,28,23,23,23,16,15
gene-LOC488190|LOC488190,7,6,10,5,10,6
gene-WRNIP1|WRNIP1,2103,1704,2154,1858,2216,1912
gene-LOC111094000|LOC111094000,0,0,0,0,0,0
gene-SERPINB1|SERPINB1,770,412,682,722,680,768
gene-SERPINB9|SERPINB9,1180,868,1269,1007,1364,1059
gene-LOC119867635|LOC119867635,0,5,0,7,3,6
gene-LOC111094029|LOC111094029,6,0,0,0,0,3
gene-LOC102151896|LOC102151896,38,36,44,31,46,19
gene-SERPINB6|SERPINB6,434,307,409,213,383,252
gene-NQO2|NQO2,332,233,300,240,353,307
gene-RIPK1|RIPK1,761,667,757,619,815,714
gene-LOC100687285|LOC100687285,659,507,666,605,662,587
gene-BPHL|BPHL,618,431,293,374,375,392
gene-TUBB2A|TUBB2A,8143,4677,8002,7691,10145,7475
gene-LOC102152648|LOC102152648,182,97,176,159,211,183
gene-LOC478702|LOC478702,6656,3968,6696,5546,7249,5597
gene-LOC119867603|LOC119867603,0,0,7,0,7,6
gene-PSMG4|PSMG4,410,298,384,265,395,288
gene-LOC111094031|LOC111094031,28,18,18,20,29,20
gene-LOC119867637|LOC119867637,0,15,8,8,12,9
gene-SLC22A23|SLC22A23,489,406,496,510,555,433
gene-LOC102152505|LOC102152505,14,16,10,0,11,0
gene-LOC119870426|LOC119870426,26,34,10,6,10,8
gene-LOC119867762|LOC119867762,5,3,0,0,1,0
gene-LOC119867604|LOC119867604,0,0,11,10,13,0
gene-LOC106558273|LOC106558273,22,11,24,8,12,0
gene-PXDC1|PXDC1,91,77,98,92,119,84
gene-LOC119867605|LOC119867605,0,0,0,0,0,0
gene-LOC478703|LOC478703,74,53,88,58,57,69
gene-LOC100684251|LOC100684251,1,1,1,2,5,1
gene-LOC119870415|LOC119870415,0,0,3,5,0,0
gene-LOC106557518|LOC106557518,53,42,78,55,72,37
gene-PRPF4B|PRPF4B,2602,2286,2607,2422,2641,2328
gene-FAM217A|FAM217A,12,12,13,13,26,11
gene-C35H6orf201|C35H6orf201,0,6,21,14,24,0
gene-ECI2|ECI2,322,227,438,323,466,359
gene-LOC106558232|LOC106558232,2,0,0,0,3,0
gene-LOC100688950|LOC100688950,0,0,0,0,0,0
gene-LOC111094024|LOC111094024,12,5,9,0,4,0
gene-CDYL|CDYL,588,454,571,416,419,374
gene-LOC119870420|LOC119870420,31,33,42,21,25,23
gene-RPP40|RPP40,252,161,207,234,298,289
gene-LOC100682707|LOC100682707,58,75,78,47,62,50
gene-LOC111094006|LOC111094006,0,0,5,0,3,5
gene-LOC111094010|LOC111094010,5,0,0,4,3,6
gene-LOC119867639|LOC119867639,70,86,72,51,71,69
gene-LYRM4|LYRM4,637,594,663,499,643,586
gene-LOC100682790|LOC100682790,38,27,47,26,35,33
gene-LOC111093980|LOC111093980,65,63,30,29,33,34
gene-LOC100685715|LOC100685715,35,30,39,20,20,17
gene-LOC119867641|LOC119867641,37,58,40,34,37,37
gene-FARS2|FARS2,653,591,634,658,685,676
gene-LOC119867640|LOC119867640,11,26,14,22,11,12
gene-LOC102154953|LOC102154953,4,9,7,6,6,3
gene-LOC119867643|LOC119867643,78,98,62,64,75,49
gene-LOC119867642|LOC119867642,36,22,14,9,13,12
gene-NRN1|NRN1,1807,1555,2113,969,1341,1243
gene-LOC119867644|LOC119867644,12,9,13,2,8,10
gene-LOC111093977|LOC111093977,3,0,0,3,9,3
gene-F13A1|F13A1,282,293,265,162,162,238
gene-LOC102155370|LOC102155370,0,0,0,0,0,0
gene-LY86|LY86,19,0,10,6,8,21
gene-LOC102155538|LOC102155538,5,0,0,3,6,0
gene-RREB1|RREB1,268,268,211,97,158,168
gene-LOC119867646|LOC119867646,5,16,12,6,7,6
gene-LOC111094042|LOC111094042,65,79,35,16,39,25
gene-SSR1|SSR1,1240,998,1175,1174,1277,1130
gene-LOC111094040|LOC111094040,0,7,8,0,5,0
gene-CAGE1|CAGE1,4,6,5,0,3,0
gene-RIOK1|RIOK1,939,798,820,705,857,772
gene-LOC119867761|LOC119867761,0,0,1,0,2,0
gene-DSP|DSP,1130,585,621,375,1126,925
gene-SNRNP48|SNRNP48,437,377,390,347,430,324
gene-LOC119867760|LOC119867760,2,2,2,3,3,1
gene-LOC119867609|LOC119867609,9,10,8,0,10,0
gene-LOC106558258|LOC106558258,98,71,95,73,84,67
gene-BLOC1S5|BLOC1S5,980,814,988,767,903,799
gene-BMP6|BMP6,413,316,315,157,326,246
gene-TXNDC5|TXNDC5,1012,609,828,817,1181,825
gene-EEF1E1|EEF1E1,618,467,588,491,573,495
gene-LOC119867648|LOC119867648,12,21,15,14,8,8
gene-LOC106558239|LOC106558239,0,0,0,14,8,6
gene-SLC35B3|SLC35B3,690,679,766,907,684,962
gene-LOC119867742|LOC119867742,138,121,136,116,162,106
gene-LOC100684884|LOC100684884,12,14,14,9,9,16
gene-LOC111094068|LOC111094068,0,0,0,0,0,0
gene-LOC111094021|LOC111094021,0,0,0,0,0,0
gene-LOC111094022|LOC111094022,0,0,0,0,0,0
gene-TFAP2A|TFAP2A,0,6,0,3,4,0
gene-TRNAK-CUU-37|TRNAK-CUU,0,0,0,1,1,1
gene-LOC119867650|LOC119867650,15,19,5,0,4,13
gene-GCNT2|GCNT2,300,217,234,162,180,210
gene-C35H6orf52|C35H6orf52,0,0,8,6,6,5
gene-PAK1IP1|PAK1IP1,465,393,462,380,490,433
gene-LOC478720|LOC478720,830,657,794,683,969,824
gene-MAK|MAK,151,133,127,170,253,193
gene-LOC111094043|LOC111094043,13,13,13,20,31,17
gene-GCM2|GCM2,33,15,21,53,53,79
gene-SYCP2L|SYCP2L,97,84,78,158,199,189
gene-LOC119867651|LOC119867651,8,7,6,23,40,25
gene-ELOVL2|ELOVL2,1576,2122,1987,1260,1263,1146
gene-SMIM13|SMIM13,8608,6451,8940,8234,9286,8178
gene-LOC100684516|LOC100684516,11,5,0,8,0,8
gene-LOC111094048|LOC111094048,11,6,5,0,4,12
gene-LOC111094049|LOC111094049,0,3,0,0,4,6
gene-LOC119867652|LOC119867652,0,0,0,0,0,0
gene-NEDD9|NEDD9,256,245,260,313,348,377
gene-LOC102152864|LOC102152864,3,0,0,0,0,3
gene-TMEM170B|TMEM170B,7331,6631,7452,6019,7180,5947
gene-LOC119867612|LOC119867612,7,8,8,10,6,8
gene-ADTRP|ADTRP,3,0,0,5,0,0
gene-LOC111094013|LOC111094013,0,0,0,0,0,0
gene-HIVEP1|HIVEP1,1343,1191,1408,750,930,701
gene-LOC111094072|LOC111094072,19,14,16,7,7,8
gene-LOC111094073|LOC111094073,39,40,24,11,23,19
gene-EDN1|EDN1,23,25,23,38,100,116
gene-LOC119867614|LOC119867614,0,0,0,0,0,0
gene-LOC111094046|LOC111094046,3,0,0,0,0,0
gene-PHACTR1|PHACTR1,7735,6757,8057,5771,7893,7299
gene-LOC106558260|LOC106558260,155,170,187,99,93,113
gene-LOC106558259|LOC106558259,498,583,572,261,306,326
gene-LOC102153592|LOC102153592,16,16,13,11,7,8
gene-LOC111094005|LOC111094005,107,149,87,30,60,49
gene-LOC119867615|LOC119867615,0,0,0,0,0,0
gene-TBC1D7|TBC1D7,1126,806,1072,1102,1315,1199
gene-GFOD1|GFOD1,5811,5733,6393,5074,6108,5366
gene-LOC119867654|LOC119867654,227,253,177,67,98,85
gene-SIRT5|SIRT5,1876,2014,2188,1567,2162,1700
gene-NOL7|NOL7,678,623,684,477,635,600
gene-RANBP9|RANBP9,2528,1993,2673,2475,2615,2205
gene-MCUR1|MCUR1,1829,1250,1678,1490,1498,1391
gene-LOC102154515|LOC102154515,0,0,0,0,0,0
gene-RNF182|RNF182,80,86,73,40,62,50
gene-LOC100685133|LOC100685133,4,5,3,5,2,1
gene-LOC111094001|LOC111094001,0,0,0,0,0,0
gene-LOC119867616|LOC119867616,12,0,7,5,13,0
gene-CD83|CD83,110,104,93,93,93,112
gene-RPLP0P|RPLP0P,1321,1335,1466,1560,1919,1738
gene-JARID2|JARID2,1257,1214,1230,885,1050,826
gene-LOC111093972|LOC111093972,11,14,10,5,9,7
gene-DTNBP1|DTNBP1,2349,1439,1983,1419,2015,1544
gene-LOC119867766|LOC119867766,443,779,853,445,734,977
gene-MYLIP|MYLIP,695,465,640,324,551,393
gene-LOC106558256|LOC106558256,0,0,0,0,0,0
gene-GMPR|GMPR,471,271,461,394,442,384
gene-ATXN1|ATXN1,2084,2042,2065,1307,1759,1329
gene-LOC100687972|LOC100687972,41,26,30,13,18,13
gene-LOC111094063|LOC111094063,41,43,34,20,19,20
gene-LOC119867621|LOC119867621,4,2,0,0,0,8
gene-LOC119867622|LOC119867622,3,0,4,3,0,0
gene-LOC102155759|LOC102155759,3,0,0,0,8,0
gene-STMND1|STMND1,35,11,8,6,14,12
gene-RBM24|RBM24,14,15,31,0,11,5
gene-CAP2|CAP2,5764,3966,6174,4452,5615,5129
gene-LOC610470|LOC610470,2,5,3,2,3,1
gene-FAM8A1|FAM8A1,1900,1529,1739,1241,1623,1274
gene-NUP153|NUP153,2040,1899,2116,1826,2377,2048
gene-LOC119867623|LOC119867623,0,4,0,4,2,0
gene-KIF13A|KIF13A,1511,1403,1459,1186,1270,1069
gene-LOC102157073|LOC102157073,8,7,2,5,4,10
gene-NHLRC1|NHLRC1,45,40,43,46,41,44
gene-TPMT|TPMT,686,586,647,574,658,695
gene-KDM1B|KDM1B,3205,2079,3230,2574,3412,2727
gene-LOC119867755|LOC119867755,2,0,2,1,3,3
gene-LOC119867765|LOC119867765,1,3,4,1,3,0
gene-DEK|DEK,1515,1355,1483,1483,1562,1543
gene-LOC119867664|LOC119867664,21,9,16,9,11,8
gene-RNF144B|RNF144B,1749,1433,1604,1243,1346,1301
gene-LOC102156642|LOC102156642,99,96,102,93,96,86
gene-LOC111094075|LOC111094075,0,0,7,0,0,0
gene-LOC119867665|LOC119867665,0,6,11,4,0,10
gene-LOC102156770|LOC102156770,223,176,199,157,129,107
gene-LOC111093969|LOC111093969,2,4,0,2,3,2
gene-LOC102156827|LOC102156827,52,58,67,49,55,66
gene-LOC106558272|LOC106558272,53,61,80,23,47,30
gene-ID4|ID4,1308,1526,1605,706,876,694
gene-LOC111094064|LOC111094064,0,0,0,0,0,0
gene-LOC119867668|LOC119867668,0,0,0,0,0,0
gene-LOC102156980|LOC102156980,0,0,0,0,0,0
gene-LOC119870425|LOC119870425,361,298,337,301,402,390
gene-MBOAT1|MBOAT1,331,384,367,380,553,397
gene-LOC102157225|LOC102157225,12,9,13,11,10,9
gene-E2F3|E2F3,543,380,472,300,441,275
gene-LOC111094076|LOC111094076,10,9,5,6,13,12
gene-LOC102151167|LOC102151167,0,0,0,0,5,0
gene-LOC106558263|LOC106558263,13,13,14,18,20,14
gene-CDKAL1|CDKAL1,826,702,872,811,966,880
gene-LOC102151225|LOC102151225,16,27,25,20,15,32
gene-LOC119867671|LOC119867671,17,18,20,16,21,14
gene-LOC111094011|LOC111094011,8,15,14,15,12,14
gene-LOC119867624|LOC119867624,0,0,0,0,0,0
gene-LOC111094033|LOC111094033,0,0,0,0,0,0
gene-SOX4|SOX4,146,107,124,122,122,105
gene-LOC102151579|LOC102151579,46,24,43,29,46,39
gene-LOC119867672|LOC119867672,7,7,0,0,7,5
gene-PRL|PRL,26,42,30,24,18,19
gene-LOC100688952|LOC100688952,3,4,3,16,12,11
gene-LOC111094069|LOC111094069,6,0,0,0,5,6
gene-LOC102151835|LOC102151835,0,5,9,7,0,13
gene-LOC119867767|LOC119867767,1,1,2,2,0,4
gene-LOC111094009-2|LOC111094009,43,58,138,85,94,112
gene-LOC111094009|LOC111094009,10,13,23,38,32,29
gene-NRSN1|NRSN1,5681,3571,4894,3717,4256,4768
gene-DCDC2|DCDC2,183,85,367,236,278,171
gene-LOC111093997|LOC111093997,11,3,3,11,3,0
gene-GPLD1|GPLD1,1016,828,819,516,713,688
gene-MRS2|MRS2,929,809,929,877,1116,908
gene-ALDH5A1|ALDH5A1,3621,3748,4059,2959,3638,3509
gene-KIAA0319|KIAA0319,821,797,706,932,1038,711
gene-TDP2|TDP2,277,271,258,207,251,229
gene-ACOT13|ACOT13,1563,1276,1447,1199,1390,1399
gene-C35H6orf62|C35H6orf62,2029,1709,2109,1997,2280,1906
gene-LOC111094035|LOC111094035,9,13,10,17,7,9
gene-LOC102153227|LOC102153227,130,119,118,96,138,110
gene-GMNN|GMNN,305,182,277,184,244,221
gene-ARMH2|ARMH2,0,0,4,4,0,0
gene-RIPOR2|RIPOR2,2743,1918,3139,2418,2488,2160
gene-LOC488248|LOC488248,171,79,160,112,105,76
gene-LOC119867585|LOC119867585,3,0,6,5,7,9
gene-CARMIL1|CARMIL1,1052,1009,1128,1086,1318,1142
gene-SCGN|SCGN,50,8,52,37,74,51
gene-H2AC1|H2AC1,26,34,32,40,53,35
gene-H2BC1|H2BC1,52,54,56,63,86,64
gene-H2BC2|H2BC2,33,34,33,48,66,46
gene-SLC17A1|SLC17A1,0,0,0,0,0,2
gene-SLC17A4|SLC17A4,0,0,0,0,0,0
gene-H2AC2|H2AC2,47,48,52,65,76,58
gene-SLC17A3|SLC17A3,0,0,0,0,0,0
gene-SLC17A2|SLC17A2,290,256,268,117,342,258
gene-LOC488256|LOC488256,28,8,3,16,23,20
gene-TRIM38|TRIM38,36,14,19,33,42,36
gene-LOC119867682|LOC119867682,8,0,15,8,9,6
gene-H1-2|H1-2,462,604,459,694,740,477
gene-H1-1|H1-1,442,373,445,452,552,430
gene-H3C1|H3C1,102,64,105,104,159,131
gene-H4C2|H4C2,94,98,117,144,221,136
gene-H2AC4|H2AC4,95,84,99,157,206,130
gene-H2BC3|H2BC3,95,68,74,122,175,122
gene-H2AC5|H2AC5,68,58,58,84,99,64
gene-HFE|HFE,342,366,345,394,485,442
gene-LOC111093991|LOC111093991,19,6,0,13,25,17
gene-H2BC4|H2BC4,672,593,606,620,981,780
gene-H1-6|H1-6,332,384,380,558,740,462
gene-H2AC6|H2AC6,179,153,188,217,341,201
gene-H3C4|H3C4,0,0,0,1,1,0
